a prince hoped that Noah gave Emma a biscuit in the coffin	hope ( agent = prince , ccomp = give ( agent = Noah , recipient = Emma , theme = biscuit ( nmod . in = * coffin ) ) )
Emma loved the girl	love ( agent = Emma , theme = * girl )
a drink was liked by Aubrey	like ( theme = drink , agent = Aubrey )
Elijah wanted to walk	want ( agent = Elijah , xcomp = walk ( agent = Elijah ) )
a cow danced	dance ( agent = cow )
a jigsaw was slid	slide ( theme = jigsaw )
a cake was valued by Liam	value ( theme = cake , agent = Liam )
a guest gave Emma the drink beside the tree	give ( agent = guest , recipient = Emma , theme = * drink ( nmod . beside = * tree ) )
Logan was offered the donut beside the tree on a bed	offer ( recipient = Logan , theme = * donut ( nmod . beside = * tree ( nmod . on = bed ) ) )
the girl liked a donut	like ( agent = * girl , theme = donut )
a passenger gave the cake to Evelyn	give ( agent = passenger , theme = * cake , recipient = Evelyn )
a crayon was seen by Olivia	see ( theme = crayon , agent = Olivia )
the dog grew	grow ( theme = * dog )
the cake was loaned to the farmer by the girl	loan ( theme = * cake , recipient = * farmer , agent = * girl )
the butterfly fed the cookie to the boy	feed ( agent = * butterfly , theme = * cookie , recipient = * boy )
Hannah proved that the cat packed	prove ( agent = Hannah , ccomp = pack ( agent = * cat ) )
a donut was dusted	dust ( theme = donut )
a dog liked Liam	like ( agent = dog , theme = Liam )
a brain was rolled	roll ( theme = brain )
the cat gave a kid a cake	give ( agent = * cat , recipient = kid , theme = cake )
the box was passed to a frog by Emma	pass ( theme = * box , recipient = frog , agent = Emma )
a scientist saw	see ( agent = scientist )
the brick was wired to Emma by Charlotte	wire ( theme = * brick , recipient = Emma , agent = Charlotte )
the chicken hoped that a cat ate	hope ( agent = * chicken , ccomp = eat ( agent = cat ) )
Emma sneezed	sneeze ( agent = Emma )
the drink was rolled	roll ( theme = * drink )
Riley slid	slide ( theme = Riley )
a cat gave Emma the donut on the vessel	give ( agent = cat , recipient = Emma , theme = * donut ( nmod . on = * vessel ) )
Liam attempted to nap	attempt ( agent = Liam , xcomp = nap ( agent = Liam ) )
Sophia was offered the cake in a box by Emma	offer ( recipient = Sophia , theme = * cake ( nmod . in = box ) , agent = Emma )
the penny was sold to the mouse by the girl	sell ( theme = * penny , recipient = * mouse , agent = * girl )
a girl liked the donut	like ( agent = girl , theme = * donut )
a dog loved Liam	love ( agent = dog , theme = Liam )
the bat was rolled by the dog	roll ( theme = * bat , agent = * dog )
the cookie was sketched by a chicken	sketch ( theme = * cookie , agent = chicken )
the cake was missed	miss ( theme = * cake )
Emma declared that a block was passed to Olivia	declare ( agent = Emma , ccomp = pass ( theme = block , recipient = Olivia ) )
Emma liked that the drink slid	like ( agent = Emma , ccomp = slide ( theme = * drink ) )
a dog froze	freeze ( theme = dog )
the donut was helped	help ( theme = * donut )
the doll was rolled by the deer	roll ( theme = * doll , agent = * deer )
a driver doubled	double ( theme = driver )
the baby ate	eat ( agent = * baby )
the melon was dusted	dust ( theme = * melon )
a cookie was burned by a girl	burn ( theme = cookie , agent = girl )
the child gave Sophia a cake	give ( agent = * child , recipient = Sophia , theme = cake )
the dog was awarded a chalk on a table by the princess	award ( recipient = * dog , theme = chalk ( nmod . on = table ) , agent = * princess )
a goose smiled	smile ( agent = goose )
Olivia cooked	cook ( agent = Olivia )
the cat collapsed	collapse ( theme = * cat )
Layla liked a cake on the leaflet	like ( agent = Layla , theme = cake ( nmod . on = * leaflet ) )
a ball was given to a dog	give ( theme = ball , recipient = dog )
the baby packed	pack ( agent = * baby )
a cookie was eaten by Joshua	eat ( theme = cookie , agent = Joshua )
Nora slept	sleep ( agent = Nora )
the jigsaw was nursed by Liam	nurse ( theme = * jigsaw , agent = Liam )
Emma grew	grow ( theme = Emma )
a cake was liked by Isabella	like ( theme = cake , agent = Isabella )
the box was given to a professor by Emma	give ( theme = * box , recipient = professor , agent = Emma )
Emma was given the cake by Avery	give ( recipient = Emma , theme = * cake , agent = Avery )
the donut was given to the girl by Emma	give ( theme = * donut , recipient = * girl , agent = Emma )
Noah hoped that Liam was lent a strawberry in the room	hope ( agent = Noah , ccomp = lend ( recipient = Liam , theme = strawberry ( nmod . in = * room ) ) )
the girl rolled the crocodile	roll ( agent = * girl , theme = * crocodile )
a balloon was seen by the girl	see ( theme = balloon , agent = * girl )
the professor handed a strawberry to a girl	hand ( agent = * professor , theme = strawberry , recipient = girl )
the bee needed to sleep	need ( agent = * bee , xcomp = sleep ( agent = * bee ) )
a duck ate	eat ( agent = duck )
a ball was rolled by Olivia	roll ( theme = ball , agent = Olivia )
a jigsaw was cleaned	clean ( theme = jigsaw )
a cat called a boy	call ( agent = cat , theme = boy )
the cake was liked by Julian	like ( theme = * cake , agent = Julian )
the manager stuttered	stutter ( agent = * manager )
the lion painted the watch in the trap on a chair	paint ( agent = * lion , theme = * watch ( nmod . in = * trap ( nmod . on = chair ) ) )
a fig was floated	float ( theme = fig )
the child studied	study ( agent = * child )
the pony was sold a cake in a room	sell ( recipient = * pony , theme = cake ( nmod . in = room ) )
the cake was eaten by the mouse	eat ( theme = * cake , agent = * mouse )
Hannah liked that the book was held	like ( agent = Hannah , ccomp = hold ( theme = * book ) )
a donut was held	hold ( theme = donut )
the passenger gave a girl a cake	give ( agent = * passenger , recipient = girl , theme = cake )
the pupil slept	sleep ( agent = * pupil )
the raisin was examined	examine ( theme = * raisin )
a cake was given to the boy	give ( theme = cake , recipient = * boy )
the president painted	paint ( agent = * president )
a donut was respected	respect ( theme = donut )
a fly was mailed the drink	mail ( recipient = fly , theme = * drink )
Noah tried to dust	try ( agent = Noah , xcomp = dust ( agent = Noah ) )
a chalk was eaten by Emma	eat ( theme = chalk , agent = Emma )
a bee gave Emma the donut in a tin	give ( agent = bee , recipient = Emma , theme = * donut ( nmod . in = tin ) )
the donut was frozen by Henry	freeze ( theme = * donut , agent = Henry )
the child was mailed a donut in a house	mail ( recipient = * child , theme = donut ( nmod . in = house ) )
a beer was discovered	discover ( theme = beer )
the cake was burned	burn ( theme = * cake )
Lucas rolled	roll ( theme = Lucas )
Emma noticed that the sandwich was changed	notice ( agent = Emma , ccomp = change ( theme = * sandwich ) )
a champion rolled	roll ( theme = champion )
a girl helped Olivia	help ( agent = girl , theme = Olivia )
the cake was frozen	freeze ( theme = * cake )
Charlotte froze Emma	freeze ( agent = Charlotte , theme = Emma )
a customer was passed the cake beside a TV	pass ( recipient = customer , theme = * cake ( nmod . beside = TV ) )
a cup was hunted	hunt ( theme = cup )
a cat painted Ryan	paint ( agent = cat , theme = Ryan )
a frog wanted to walk	want ( agent = frog , xcomp = walk ( agent = frog ) )
a girl changed	change ( theme = girl )
the girl planned to walk	plan ( agent = * girl , xcomp = walk ( agent = * girl ) )
a girl split	split ( theme = girl )
the pen rolled	roll ( theme = * pen )
Emma examined the girl on the table	examine ( agent = Emma , theme = * girl ( nmod . on = * table ) )
Leo gave the penguin the donut on the deck	give ( agent = Leo , recipient = * penguin , theme = * donut ( nmod . on = * deck ) )
the child hunted Emma	hunt ( agent = * child , theme = Emma )
the cake was nursed	nurse ( theme = * cake )
Olivia lent a cake to Emma	lend ( agent = Olivia , theme = cake , recipient = Emma )
Jack slid Emma	slide ( agent = Jack , theme = Emma )
a melon was lent to Olivia	lend ( theme = melon , recipient = Olivia )
Aiden helped a cake	help ( agent = Aiden , theme = cake )
Benjamin gave the toy in a box to Ava	give ( agent = Benjamin , theme = * toy ( nmod . in = box ) , recipient = Ava )
the girl gave the rose to a boy	give ( agent = * girl , theme = * rose , recipient = boy )
Camila smirked	smirk ( agent = Camila )
a raisin was stabbed by Ella	stab ( theme = raisin , agent = Ella )
Isabella gasped	gasp ( agent = Isabella )
the cat appreciated Liam	appreciate ( agent = * cat , theme = Liam )
the potato was found	find ( theme = * potato )
a cookie was handed to Ava	hand ( theme = cookie , recipient = Ava )
Liam rolled a lion beside the computer	roll ( agent = Liam , theme = lion ( nmod . beside = * computer ) )
the boy napped	nap ( agent = * boy )
a child smiled	smile ( agent = child )
a donut was eaten by Emma	eat ( theme = donut , agent = Emma )
a priest snapped the drink beside the stage	snap ( agent = priest , theme = * drink ( nmod . beside = * stage ) )
a donut was cooked by Olivia	cook ( theme = donut , agent = Olivia )
a box was eaten	eat ( theme = box )
Emma sold a girl a cake	sell ( agent = Emma , recipient = girl , theme = cake )
a cake was painted by Scarlett	paint ( theme = cake , agent = Scarlett )
a girl rolled	roll ( theme = girl )
a prince was lent a ball in a house beside a table by a squirrel	lend ( recipient = prince , theme = ball ( nmod . in = house ( nmod . beside = table ) ) , agent = squirrel )
the donut was wired to Harper	wire ( theme = * donut , recipient = Harper )
the purse was given to Emma	give ( theme = * purse , recipient = Emma )
the girl dusted	dust ( agent = * girl )
a baby ate the horse	eat ( agent = baby , theme = * horse )
a girl gave Skylar a cake	give ( agent = girl , recipient = Skylar , theme = cake )
a muffin was lent to Stella by a baby	lend ( theme = muffin , recipient = Stella , agent = baby )
a donut was liked by a cat	like ( theme = donut , agent = cat )
the buyer liked the cat in the cup	like ( agent = * buyer , theme = * cat ( nmod . in = * cup ) )
the cake was lent to a driver by the butterfly	lend ( theme = * cake , recipient = driver , agent = * butterfly )
Carter found the lollipop beside a chair	find ( agent = Carter , theme = * lollipop ( nmod . beside = chair ) )
a cat lent a hammer to Emma	lend ( agent = cat , theme = hammer , recipient = Emma )
Evelyn cooked	cook ( agent = Evelyn )
the cake was tossed by Emma	toss ( theme = * cake , agent = Emma )
a box froze	freeze ( theme = box )
a cookie was nursed by Liam	nurse ( theme = cookie , agent = Liam )
a sweetcorn was given to Aria by Noah	give ( theme = sweetcorn , recipient = Aria , agent = Noah )
Emma fed the girl the cookie	feed ( agent = Emma , recipient = * girl , theme = * cookie )
a rose was touched	touch ( theme = rose )
a girl was given a donut	give ( recipient = girl , theme = donut )
Abigail noticed that Harper proved that a raisin was given to the girl	notice ( agent = Abigail , ccomp = prove ( agent = Harper , ccomp = give ( theme = raisin , recipient = * girl ) ) )
a baby wanted to walk	want ( agent = baby , xcomp = walk ( agent = baby ) )
Emma lent a turkey the melon on a bag	lend ( agent = Emma , recipient = turkey , theme = * melon ( nmod . on = bag ) )
the donut was handed to a monkey	hand ( theme = * donut , recipient = monkey )
Liam slipped the shoe to the boy	slip ( agent = Liam , theme = * shoe , recipient = * boy )
a dog dreamed to sneeze	dream ( agent = dog , xcomp = sneeze ( agent = dog ) )
the baby missed William	miss ( agent = * baby , theme = William )
the sandwich was burned by the girl	burn ( theme = * sandwich , agent = * girl )
a boy hoped that Olivia returned Isabella the cookie	hope ( agent = boy , ccomp = return ( agent = Olivia , recipient = Isabella , theme = * cookie ) )
Emma liked Penelope	like ( agent = Emma , theme = Penelope )
a jacket inflated	inflate ( theme = jacket )
a hat was rolled	roll ( theme = hat )
a donut was crumpled by a girl	crumple ( theme = donut , agent = girl )
a president walked	walk ( agent = president )
a box was given to William	give ( theme = box , recipient = William )
the cake was found by a girl	find ( theme = * cake , agent = girl )
the donut collapsed	collapse ( theme = * donut )
the child investigated the girl	investigate ( agent = * child , theme = * girl )
a boy ate Claire	eat ( agent = boy , theme = Claire )
Evelyn shortened the box	shorten ( agent = Evelyn , theme = * box )
the hammer was cleaned	clean ( theme = * hammer )
a boy meant that James liked a girl	mean ( agent = boy , ccomp = like ( agent = James , theme = girl ) )
Elizabeth rolled	roll ( theme = Elizabeth )
the wine was heard by Emma	hear ( theme = * wine , agent = Emma )
Elijah ate	eat ( agent = Elijah )
a cake was eaten	eat ( theme = cake )
a princess painted the cake	paint ( agent = princess , theme = * cake )
Emma declared that a fish hoped that a donut was painted by the researcher	declare ( agent = Emma , ccomp = hope ( agent = fish , ccomp = paint ( theme = donut , agent = * researcher ) ) )
Emma crumpled Liam	crumple ( agent = Emma , theme = Liam )
a girl inflated	inflate ( theme = girl )
a girl planned to walk	plan ( agent = girl , xcomp = walk ( agent = girl ) )
Emma gave a coin beside the table to David	give ( agent = Emma , theme = coin ( nmod . beside = * table ) , recipient = David )
the cookie was seen	see ( theme = * cookie )
Christopher was given a sweetcorn on the table by Sophia	give ( recipient = Christopher , theme = sweetcorn ( nmod . on = * table ) , agent = Sophia )
a bag was eaten by Abigail	eat ( theme = bag , agent = Abigail )
the boy shortened	shorten ( theme = * boy )
Julian slept	sleep ( agent = Julian )
the hen was given a cake on the table by the girl	give ( recipient = * hen , theme = cake ( nmod . on = * table ) , agent = * girl )
Ava said that a newspaper was rolled by Emma	say ( agent = Ava , ccomp = roll ( theme = newspaper , agent = Emma ) )
